Potential (V),Current (A),,
-0.498757482,-0.000391672,,
-0.493841052,-0.000375066,,
-0.488665879,-0.000361175,,
-0.484008223,-0.000347763,,
-0.478962421,-0.000335787,,
-0.473787248,-0.00032493,,
-0.468870848,-0.000313912,,
-0.464083791,-0.000303853,,
-0.459037989,-0.000294592,,
-0.453992218,-0.000285331,,
-0.448817015,-0.000276869,,
-0.444029987,-0.000268726,,
-0.439242959,-0.000260742,,
-0.434067786,-0.000253238,,
-0.429021984,-0.000246372,,
-0.424105555,-0.000239666,,
-0.418930382,-0.00023264,,
-0.414143354,-0.000226413,,
-0.40896818,-0.000220665,,
-0.403922379,-0.000214757,,
-0.398617804,-0.000208849,,
-0.393830776,-0.000203101,,
-0.388655603,-0.00019863,,
-0.383739173,-0.000193042,,
-0.379728407,-0.000211376,,
-0.373776972,-0.000174207,,
-0.368860543,-0.000169759,,
-0.363814741,-0.000165248,,
-0.35876894,-0.000161092,,
-0.35385254,-0.000156975,,
-0.348806739,-0.000152962,,
-0.343890309,-0.000149045,,
-0.339103281,-0.000145278,,
-0.333798736,-0.000141666,,
-0.329011679,-0.000138118,,
-0.323707134,-0.000134688,,
-0.319308221,-0.000131399,,
-0.314003676,-0.000127994,,
-0.30934602,-0.000124907,,
-0.304170847,-0.000121683,,
-0.298866272,-0.000118822,,
-0.294079244,-0.00011576,,
-0.289421588,-0.000112957,,
-0.284246415,-0.000110083,,
-0.279329985,-0.000107377,,
-0.273896039,-0.000104697,,
-0.269109011,-0.000102166,,
-0.264063209,-9.95E-05,,
-0.25914681,-9.71E-05,,
-0.254101008,-9.46E-05,,
-0.249313965,-9.22E-05,,
-0.244268164,-8.98E-05,,
-0.238834232,-8.75E-05,,
-0.234305948,-8.53E-05,,
-0.229260147,-8.32E-05,,
-0.224343732,-8.09E-05,,
-0.219297931,-7.90E-05,,
-0.214252144,-7.66E-05,,
-0.209335729,-7.47E-05,,
-0.204160541,-7.26E-05,,
-0.199632272,-7.07E-05,,
-0.194198325,-6.87E-05,,
-0.189152539,-6.69E-05,,
-0.184365496,-6.49E-05,,
-0.179319695,-6.31E-05,,
-0.174273893,-6.13E-05,,
-0.169357479,-5.95E-05,,
-0.164052919,-5.77E-05,,
-0.159007132,-5.60E-05,,
-0.154478848,-5.42E-05,,
-0.149174288,-5.26E-05,,
-0.144128501,-5.09E-05,,
-0.139341459,-4.93E-05,,
-0.134036899,-4.77E-05,,
-0.129249856,-4.62E-05,,
-0.124074683,-4.46E-05,,
-0.119287647,-4.31E-05,,
-0.114241846,-4.16E-05,,
-0.109325431,-4.02E-05,,
-0.104150258,-3.85E-05,,
-0.099363215,-3.72E-05,,
-0.094446801,-3.57E-05,,
-0.08927162,-3.43E-05,,
-0.084484585,-3.28E-05,,
-0.079309404,-3.15E-05,,
-0.074004851,-3.01E-05,,
-0.069088429,-2.89E-05,,
-0.063913256,-2.74E-05,,
-0.059514355,-2.62E-05,,
-0.054209799,-2.48E-05,,
-0.04929338,-2.36E-05,,
-0.044376962,-2.23E-05,,
-0.039460544,-2.12E-05,,
-0.034414746,-1.99E-05,,
-0.02936895,-1.87E-05,,
-0.024193773,-1.73E-05,,
-0.019406734,-1.63E-05,,
-0.014360937,-1.50E-05,,
-0.009573899,-1.39E-05,,
-0.004398722,-1.27E-05,,
0.000647075,-1.15E-05,,
0.005175355,-1.03E-05,,
0.009962393,-9.29E-06,,
0.015525708,-8.05E-06,,
0.020183368,-6.94E-06,,
0.025229165,-5.74E-06,,
0.029886823,-4.68E-06,,
0.035191379,-3.46E-06,,
0.040237177,-2.39E-06,,
0.044894837,-1.22E-06,,
0.050199393,-3.38E-08,,
0.055245191,1.21E-06,,
0.059902851,2.36E-06,,
0.064948648,3.63E-06,,
0.070123821,4.80E-06,,
0.075040244,6.08E-06,,
0.079956658,7.26E-06,,
0.08487308,8.65E-06,,
0.089918874,9.89E-06,,
0.095094055,1.13E-05,,
0.09988109,1.27E-05,,
0.104797505,1.42E-05,,
0.109972686,1.55E-05,,
0.11501848,1.72E-05,,
0.119676143,1.86E-05,,
0.124851316,2.03E-05,,
0.129767731,2.20E-05,,
0.134425402,2.38E-05,,
0.139988706,2.55E-05,,
0.144775748,2.75E-05,,
0.14982155,2.94E-05,,
0.154479206,3.15E-05,,
0.159525007,3.36E-05,,
0.164829552,3.58E-05,,
0.169616595,3.80E-05,,
0.17453301,4.05E-05,,
0.179578811,4.28E-05,,
0.184495226,4.55E-05,,
0.189411655,4.80E-05,,
0.194198683,5.09E-05,,
0.199503243,5.37E-05,,
0.204290286,5.67E-05,,
0.209336072,5.98E-05,,
0.214640632,6.31E-05,,
0.219427675,6.64E-05,,
0.224732235,6.98E-05,,
0.229389891,7.33E-05,,
0.234694451,7.72E-05,,
0.239610866,8.09E-05,,
0.244915426,8.49E-05,,
0.249573082,8.88E-05,,
0.254618883,9.31E-05,,
0.259923428,9.73E-05,,
0.264581084,0.000101687,,
0.269756258,0.000106134,,
0.274672687,0.00011086,,
0.27984786,0.000115546,,
0.284634888,0.000120466,,
0.289551318,0.000125386,,
0.294467747,0.00013061,,
0.299513549,0.000135801,,
0.30455932,0.000141129,,
0.30947575,0.000146702,,
0.314392179,0.000152515,,
0.319826096,0.000158218,,
0.324095637,0.000164115,,
0.329400182,0.000170109,,
0.334316611,0.000176382,,
0.339362383,0.000182525,,
0.344278812,0.00018903,,
0.34906584,0.000195497,,
0.354370415,0.000202255,,
0.359545588,0.000209045,,
0.364332616,0.000206295,,
0.369378418,0.00021332,,
0.374424219,0.000220506,,
0.379211247,0.000227691,,
0.38438642,0.000235195,,
0.389173478,0.00024238,,
0.394219279,0.000250045,,
0.399523824,0.000258028,,
0.40418148,0.000265852,,
0.40909791,0.000273516,,
0.414273083,0.000281979,,
0.419577628,0.000289962,,
0.424235284,0.000298744,,
0.429151714,0.000306887,,
0.434197515,0.00031535,,
0.438984543,0.000323972,,
0.444030344,0.000332754,,
0.449205518,0.000341536,,
0.454121947,0.000350318,,
0.459167749,0.000359739,,
0.463954777,0.00036868,,
0.469000578,0.000377622,,
0.474434495,0.000386563,,
0.479480296,0.000396463,,
0.484137952,0.000405564,,
0.489183754,0.000414506,,
0.494488329,0.000424565,,
0.499145985,0.000433666,,
0.504321158,0.000443566,,
0.509237587,0.000452986,,
0.514283359,0.000462566,,
0.519717276,0.000472306,,
0.524116218,0.000482046,,
0.529420733,0.000491307,,
0.534207821,0.000501526,,
0.539253592,0.000511266,,
0.544428766,0.000520846,,
0.549474597,0.000530906,,
0.554261625,0.000540646,,
0.559178054,0.000550226,,
0.564353228,0.000560445,,
0.569269598,0.000570344,,
0.574186027,0.000580244,,
0.5793612,0.000589824,,
0.584407032,0.000599883,,
0.589323461,0.000609783,,
0.594239831,0.000619363,,
0.59915626,0.000629103,,
0.604202092,0.000639003,,
0.60898912,0.000648104,,
0.614552438,0.000657844,,
0.618951321,0.000667584,,
0.624385238,0.000677004,,
0.629172266,0.000686425,,
0.634088695,0.000695845,,
0.639263868,0.000705106,,
0.64366281,0.000714687,,
0.649096727,0.000724107,,
0.654271901,0.000732889,,
0.659447074,0.00074231,,
0.664234102,0.000751092,,
0.669279933,0.000759394,,
0.674066961,0.000768017,,
0.679242134,0.000776958,,
0.684287906,0.000785261,,
0.689204335,0.000793245,,
0.694250166,0.000801867,,
0.699295938,0.000809531,,
0.704212368,0.000817355,,
0.708869994,0.000825179,,
0.714433312,0.000832683,,
0.7192204,0.000839869,,
0.724007428,0.000846734,,
0.729311943,0.0008536,,
0.73409903,0.000860147,,
0.739274204,0.000866533,,
0.744319975,0.00087292,,
0.748977661,0.000878669,,
0.754152834,0.000884896,,
0.759069204,0.000891282,,
0.764373779,0.000896552,,
0.769160807,0.000901661,,
0.774206638,0.00090709,,
0.77925241,0.000911241,,
0.784556985,0.000916031,,
0.789214611,0.000920183,,
0.794389784,0.000924015,,
0.799306214,0.000927208,,
0.8039639,0.000930562,,
0.809139073,0.000934074,,
0.814055502,0.000936948,,
0.819230676,0.000939982,,
0.824276447,0.000942377,,
0.829322278,0.000944293,,
0.834497452,0.000946209,,
0.839543223,0.000948604,,
0.844330251,0.000950041,,
0.849246681,0.00095068,,
0.854292512,0.000952277,,
0.859467685,0.000952277,,
0.864513457,0.000953075,,
0.869300485,0.000952756,,
0.874346316,0.000953075,,
0.879392087,0.000952436,,
0.884308517,0.000951957,,
0.889224946,0.000951159,,
0.894270718,0.000949882,,
0.899316549,0.000948445,,
0.904491723,0.000947327,,
0.909408092,0.00094573,,
0.914583266,0.000943495,,
0.919758499,0.00094094,,
0.92480427,0.000939024,,
0.929332554,0.00093599,,
0.934248984,0.000932797,,
0.939812303,0.000929603,,
0.944340587,0.000925931,,
0.949774504,0.000922099,,
0.954561532,0.000918426,,
0.959477961,0.000914435,,
0.964394391,0.000910124,,
0.969828308,0.000905972,,
0.974615335,0.000901022,,
0.979790509,0.000896232,,
0.984448195,0.000891442,,
0.989493966,0.000886333,,
0.994151652,0.000880904,,
0.999714971,0.000875954,,
1.004501939,0.000870046,,
1.009418368,0.000864937,,
1.014593601,0.000859348,,
1.019510031,0.000853121,,
1.02442646,0.000847533,,
1.029472232,0.000841146,,
1.034776807,0.000835557,,
1.039434433,0.000829011,,
1.044092059,0.000822943,,
1.04978478,0.000817036,,
1.054183722,0.000811287,,
1.059488297,0.000804581,,
1.06466341,0.000798993,,
1.069450498,0.000792606,,
1.074496269,0.000786538,,
1.079153895,0.000779992,,
1.084587812,0.000774403,,
1.0893749,0.000767857,,
1.094550014,0.000761949,,
1.099466443,0.000755722,,
1.104641676,0.000749654,,
1.109428644,0.000744066,,
1.114345074,0.000737999,,
1.119390965,0.00073225,,
1.124436736,0.000726662,,
1.129741311,0.000720754,,
1.134398937,0.000715006,,
1.139574051,0.000708938,,
1.14449048,0.00070335,,
1.149277568,0.000698241,,
1.153935194,0.000693131,,
1.159369111,0.000688022,,
1.164285541,0.000682912,,
1.16920197,0.000678122,,
1.174506545,0.000673492,,
1.179164171,0.00066918,,
1.184339404,0.000663911,,
1.189385176,0.00065992,,
1.194430947,0.000655768,,
1.199218035,0.000650978,,
1.204651952,0.000646667,,
1.209439039,0.000643154,,
1.214484811,0.000639641,,
1.219659925,0.000635171,,
1.224705815,0.000632137,,
1.229492784,0.000628145,,
1.234538555,0.000624952,,
1.239584446,0.000621758,,
1.244888902,0.000618565,,
1.249675989,0.000614892,,
1.254463077,0.000612657,,
1.25963819,0.000609304,,
1.26455462,0.000606589,,
1.269471049,0.000604673,,
1.274646163,0.000602119,,
1.279950738,0.000599404,,
1.284867167,0.000597329,,
1.289912939,0.000595093,,
1.29495883,0.000593496,,
1.300004601,0.0005919,,
1.305179715,0.000589824,,
1.310225606,0.000588227,,
1.315142035,0.00058679,,
1.320058346,0.000585353,,
1.324974775,0.000583916,,
1.329891205,0.000582639,,
1.33519578,0.000581521,,
1.340241551,0.000580244,,
1.345157981,0.000579765,,
1.35007441,0.000578647,,
1.354732037,0.000577849,,
1.360036612,0.000577849,,
1.365341187,0.000576891,,
1.370257616,0.000576412,,
1.375174046,0.000576092,,
1.380349159,0.000576092,,
1.385136247,0.000575773,,
1.390182018,0.000575134,,
1.395098448,0.000575294,,
1.400144219,0.000575773,,
1.405060649,0.000575933,,
1.410106421,0.000576252,,
1.41502285,0.000576731,,
1.41993928,0.00057737,,
1.425243855,0.00057737,,
1.430289626,0.000578487,,
1.435206056,0.000578966,,
1.440381289,0.000579924,,
1.445168257,0.000580723,,
1.449955344,0.000581841,,
1.455389261,0.000583278,,
1.460435033,0.000584236,,
1.465480804,0.000586152,,
1.470397234,0.00058711,,
1.475313663,0.000587748,,
1.480100751,0.000589824,,
1.485275865,0.000590942,,
1.490451097,0.000592698,,
1.495496869,0.000594295,,
1.500283957,0.000595732,,
1.50545907,0.000597808,,
1.510116816,0.000599404,,
1.515680075,0.000601959,,
1.520467162,0.000603236,,
1.525383592,0.000605632,,
1.530688047,0.000607867,,
1.535604477,0.000610102,,
1.540391564,0.000612338,,
1.545566678,0.000614413,,
1.550612569,0.000616808,,
1.555399537,0.000618884,,
1.56057477,0.00062112,,
1.565232396,0.000623355,,
1.570666313,0.00062591,,
1.575323939,0.000628943,,
1.58036983,0.000631498,,
1.585156798,0.000634372,,
1.590461373,0.000636767,,
1.595377803,0.000639641,,
1.600035429,0.000642675,,
1.605340004,0.000645389,,
1.610644579,0.000648743,,
1.615561008,0.000651617,,
1.619701147,0.00065465,,
1.62552321,0.000657525,,
1.630827785,0.000660558,,
1.635485411,0.000663273,,
1.640660644,0.000666785,,
1.64531827,0.00066934,,
1.650622845,0.000672853,,
1.655409813,0.000676206,,
1.660714388,0.000679559,,
1.665501475,0.000682593,,
1.670417905,0.000685467,,
1.675722361,0.00068866,,
1.680250645,0.000691694,,
1.685425878,0.000695047,,
1.690342307,0.000698241,,
1.695517421,0.000702073,,
1.699916363,0.000704468,,
1.695388079,0.000682912,,
1.68982482,0.000663592,,
1.685296535,0.00064523,,
1.680250645,0.000628145,,
1.674816728,0.000611699,,
1.670159101,0.000595892,,
1.665501475,0.000581202,,
1.660326242,0.000566352,,
1.655280471,0.00055294,,
1.650364041,0.000539049,,
1.64531827,0.000526594,,
1.64040184,0.000514459,,
1.635097265,0.000502484,,
1.630180836,0.000491307,,
1.625135064,0.00048029,,
1.620865583,0.000468794,,
1.615302205,0.000458734,,
1.610256433,0.000448835,,
1.605340004,0.000439255,,
1.60016489,0.000429515,,
1.595377803,0.000420094,,
1.589943886,0.000411152,,
1.58528626,0.000402051,,
1.579852223,0.000393589,,
1.575323939,0.000385605,,
1.570019484,0.000377462,,
1.564973593,0.000369319,,
1.560057163,0.000361814,,
1.555011392,0.000354469,,
1.550353765,0.000347604,,
1.545049191,0.00033978,,
1.540391564,0.000333553,,
1.535086989,0.000326527,,
1.530041218,0.000319661,,
1.525642276,0.000313274,,
1.520208359,0.000307047,,
1.515033126,0.000301139,,
1.510246158,0.000294912,,
1.505200386,0.000288845,,
1.499637008,0.000282937,,
1.495108724,0.000277189,,
1.490192294,0.00027176,,
1.485146523,0.000266331,,
1.479971409,0.000261381,,
1.474796176,0.000255474,,
1.470267892,0.000250683,,
1.464963317,0.000245574,,
1.459917545,0.000240624,,
1.455001116,0.000235994,,
1.450084686,0.000231204,,
1.444909573,0.000226094,,
1.440122485,0.000221943,,
1.434688568,0.000217153,,
1.430030942,0.000213001,,
1.424855709,0.00020853,,
1.419809937,0.000204219,,
1.41502285,0.000199748,,
1.409718275,0.000195597,,
1.404801965,0.000191605,,
1.400532365,0.000198649,,
1.394710302,0.000193477,,
1.389664531,0.000189587,,
1.385006905,0.000185845,,
1.379961014,0.00018213,,
1.374915242,0.000178498,,
1.370386958,0.000174945,,
1.364823699,0.000171397,,
1.359777927,0.000167895,,
1.355120182,0.00016449,,
1.349686265,0.000161047,,
1.344769835,0.000157778,,
1.339724064,0.000154535,,
1.334807634,0.000151253,,
1.330020666,0.000148133,,
1.324974775,0.000145142,,
1.319799662,0.000142067,,
1.314883232,0.000138986,,
1.309190512,0.000136073,,
1.30479157,0.000133141,,
1.299357653,0.000130169,,
1.294700027,0.000127399,,
1.289524794,0.000124518,,
1.284737825,0.000121864,,
1.279562593,0.000119133,,
1.274516821,0.00011642,,
1.269471049,0.000113708,,
1.264295816,0.00011108,,
1.259379387,0.000108536,,
1.254333615,0.000105986,,
1.249417186,0.000103584,,
1.244242072,0.000101234,,
1.239196301,9.88E-05,,
1.234538555,9.64E-05,,
1.229363441,9.41E-05,,
1.224188209,9.18E-05,,
1.218883634,8.96E-05,,
1.214226007,8.73E-05,,
1.209180236,8.51E-05,,
1.204134464,8.30E-05,,
1.198959231,8.08E-05,,
1.194172263,7.88E-05,,
1.189255834,7.67E-05,,
1.183951259,7.48E-05,,
1.179293633,7.28E-05,,
1.173859596,7.08E-05,,
1.168943286,6.88E-05,,
1.164026856,6.70E-05,,
1.158980966,6.50E-05,,
1.154064655,6.32E-05,,
1.148889422,6.13E-05,,
1.143972993,5.97E-05,,
1.138927221,5.79E-05,,
1.134269595,5.62E-05,,
1.129094362,5.45E-05,,
1.124307275,5.29E-05,,
1.119390965,5.12E-05,,
1.114345074,4.96E-05,,
1.109299302,4.81E-05,,
1.104253531,4.64E-05,,
1.099466443,4.49E-05,,
1.094161987,4.34E-05,,
1.0893749,4.19E-05,,
1.084070325,4.05E-05,,
1.079542041,3.90E-05,,
1.074237466,3.76E-05,,
1.069321036,3.62E-05,,
1.064275265,3.49E-05,,
1.059229493,3.35E-05,,
1.054183722,3.22E-05,,
1.049267292,3.09E-05,,
1.04422152,2.96E-05,,
1.039434433,2.83E-05,,
1.0342592,2.71E-05,,
1.029213428,2.59E-05,,
1.024296999,2.46E-05,,
1.019121885,2.36E-05,,
1.014464259,2.23E-05,,
1.009289026,2.13E-05,,
1.004372597,2.01E-05,,
0.999326825,1.90E-05,,
0.99402225,1.79E-05,,
0.989364624,1.69E-05,,
0.984448195,1.58E-05,,
0.979402363,1.48E-05,,
0.974356592,1.38E-05,,
0.96931076,1.28E-05,,
0.964394391,1.18E-05,,
0.959348559,1.08E-05,,
0.95443213,9.89E-06,,
0.949256957,8.88E-06,,
0.944340587,8.02E-06,,
0.939553499,7.09E-06,,
0.934378326,6.18E-06,,
0.929461956,5.32E-06,,
0.924286723,4.42E-06,,
0.919499695,3.56E-06,,
0.91419518,2.60E-06,,
0.90927875,1.74E-06,,
0.904362321,8.21E-07,,
0.899187148,-6.08E-08,,
0.894141316,-1.01E-06,,
0.888707399,-1.85E-06,,
0.884179115,-2.74E-06,,
0.879133344,-3.54E-06,,
0.874216914,-4.47E-06,,
0.869041741,-5.37E-06,,
0.864125311,-6.30E-06,,
0.858950138,-7.23E-06,,
0.85416311,-8.18E-06,,
0.848987937,-9.17E-06,,
0.844071507,-1.01E-05,,
0.838896334,-1.11E-05,,
0.833850563,-1.23E-05,,
0.829063475,-1.32E-05,,
0.82375896,-1.44E-05,,
0.819101274,-1.55E-05,,
0.814184844,-1.67E-05,,
0.808880329,-1.80E-05,,
0.8039639,-1.92E-05,,
0.799176872,-2.05E-05,,
0.794260442,-2.19E-05,,
0.789344013,-2.32E-05,,
0.784168839,-2.47E-05,,
0.77925241,-2.63E-05,,
0.77433598,-2.79E-05,,
0.769290209,-2.96E-05,,
0.763856292,-3.14E-05,,
0.759069204,-3.33E-05,,
0.754023433,-3.52E-05,,
0.748848259,-3.72E-05,,
0.744190574,-3.93E-05,,
0.738886058,-4.15E-05,,
0.733840227,-4.37E-05,,
0.728923798,-4.60E-05,,
0.72413677,-4.85E-05,,
0.719349742,-5.11E-05,,
0.714174569,-5.38E-05,,
0.708869994,-5.66E-05,,
0.70369482,-5.95E-05,,
0.699037194,-6.25E-05,,
0.693862021,-6.56E-05,,
0.68881619,-6.89E-05,,
0.684029162,-7.22E-05,,
0.679112732,-7.57E-05,,
0.674066961,-7.94E-05,,
0.668762386,-8.31E-05,,
0.663975358,-8.70E-05,,
0.659058928,-9.10E-05,,
0.654013157,-9.51E-05,,
0.648967326,-9.93E-05,,
0.644180298,-0.000103869,,
0.639134526,-0.000108419,,
0.633829951,-0.000113145,,
0.628913522,-0.000117896,,
0.62386775,-0.000122958,,
0.619080722,-0.000128014,,
0.614293635,-0.000133264,,
0.609118462,-0.000138546,,
0.60407269,-0.000144041,,
0.59915626,-0.000149654,,
0.593981087,-0.00015537,,
0.589323461,-0.000161189,,
0.584018886,-0.000167215,,
0.579231858,-0.000173449,,
0.574186027,-0.000179748,,
0.569010854,-0.000186266,,
0.564223826,-0.00019283,,
0.559307396,-0.000199607,,
0.554132223,-0.000206462,,
0.549086452,-0.000222581,,
0.544299424,-0.000229287,,
0.538994849,-0.000236791,,
0.533819675,-0.000243977,,
0.529420733,-0.000251641,,
0.524374962,-0.000259145,,
0.519199789,-0.00026681,,
0.514283359,-0.000273995,,
0.509108186,-0.000282138,,
0.503803611,-0.000289802,,
0.499145985,-0.000298265,,
0.494229555,-0.000305769,,
0.489313155,-0.000314072,,
0.48400858,-0.000322694,,
0.479221553,-0.000331157,,
0.473916978,-0.00033946,,
0.469000578,-0.000347922,,
0.464084148,-0.000356225,,
0.458650231,-0.000365167,,
0.453733802,-0.000373949,,
0.448688,-0.000382731,,
0.443900973,-0.000391193,,
0.439372689,-0.000400294,,
0.434068143,-0.000409076,,
0.428763568,-0.00041706,,
0.424105912,-0.000426321,,
0.419060111,-0.000435103,,
0.413626194,-0.000443884,,
0.408968508,-0.000452507,,
0.404440254,-0.000461448,,
0.399006307,-0.00047039,,
0.394089878,-0.000478852,,
0.38930285,-0.000488113,,
0.384127676,-0.000496416,,
0.379211247,-0.000505677,,
0.374294847,-0.00051414,,
0.369249046,-0.000522762,,
0.364332616,-0.000531224,,
0.359028071,-0.000539687,,
0.354241014,-0.00054783,,
0.349324614,-0.000556452,,
0.344278812,-0.000564596,,
0.339103639,-0.000573218,,
0.334445983,-0.000580882,,
0.32927081,-0.000588706,,
0.324483752,-0.00059637,,
0.319567353,-0.000604992,,
0.314262778,-0.000612816,,
0.309346378,-0.00062048,,
0.30455932,-0.000627985,,
0.29964292,-0.000635649,,
0.294467747,-0.000642675,,
0.28968069,-0.000650019,,
0.284634888,-0.000656406,,
0.279718488,-0.000663591,,
0.274802059,-0.000670457,,
0.270144403,-0.000677642,,
0.264581084,-0.000684189,,
0.259664685,-0.000690735,,
0.254748255,-0.000697761,,
0.249702454,-0.000704307,,
0.244656667,-0.000711173,,
0.239481479,-0.00071756,,
0.234565064,-0.000723787,,
0.22964865,-0.000729855,,
0.224602848,-0.000735284,,
0.219557047,-0.000741351,,
0.214640632,-0.000747419,,
0.209465459,-0.000753007,,
0.204290286,-0.000757318,,
0.199244484,-0.000762428,,
0.194069311,-0.000766898,,
0.189670414,-0.000771529,,
0.184107095,-0.00077584,,
0.17919068,-0.00078047,,
0.17453301,-0.000784941,,
0.169357836,-0.000789412,,
0.164441422,-0.000792765,,
0.159525007,-0.000796437,,
0.154737964,-0.00080011,,
0.149433404,-0.000803782,,
0.144905135,-0.000806337,,
0.139729947,-0.000810169,,
0.13468416,-0.000812724,,
0.129508972,-0.000816396,,
0.124592558,-0.000818951,,
0.119546764,-0.000821825,,
0.115147859,-0.000823262,,
0.109584548,-0.000826136,,
0.104797505,-0.000828372,,
0.099751711,-0.000830288,,
0.09457653,-0.000831884,,
0.089789495,-0.00083396,,
0.08500246,-0.000835557,,
0.0796979,-0.000836515,,
0.074781485,-0.000838112,,
0.07038258,-0.00083907,,
0.064819269,-0.000840507,,
0.059902851,-0.000841305,,
0.054857053,-0.000842103,,
0.049811255,-0.000842582,,
0.044765458,-0.000843061,,
0.039978418,-0.0008437,,
0.034673862,-0.000844019,,
0.030016202,-0.00084354,,
0.024841027,-0.000843221,,
0.020053988,-0.000842902,,
0.015008191,-0.000842263,,
0.009833014,-0.000841944,,
0.005045976,-0.000840986,,
0.000258937,-0.000840187,,
-0.004528102,-0.000838271,,
-0.009703279,-0.000837313,,
-0.014490317,-0.000835557,,
-0.019536113,-0.0008338,,
-0.024581911,-0.000832363,,
-0.029498329,-0.000830128,,
-0.034802884,-0.000828052,,
-0.039719302,-0.000825977,,
-0.044376962,-0.000823901,,
-0.04942276,-0.000821027,,
-0.054468557,-0.000818791,,
-0.059643734,-0.000815917,,
-0.064560153,-0.000812724,,
-0.069605947,-0.00080969,,
-0.074522369,-0.000806976,,
-0.079697542,-0.000803942,,
-0.084613964,-0.00080027,,
-0.089400999,-0.000796437,,
-0.094705559,-0.000792765,,
-0.099621974,-0.000788614,,
-0.104538396,-0.000784782,,
-0.109454811,-0.000780311,,
-0.114500605,-0.000776319,,
-0.119675785,-0.000771848,,
-0.124333441,-0.000766739,,
-0.129249856,-0.000762428,,
-0.134683803,-0.000758276,,
-0.1390827,-0.000753007,,
-0.144257873,-0.000748377,,
-0.149433047,-0.000743586,,
-0.154608235,-0.000738956,,
-0.159524649,-0.000733527,,
-0.164311677,-0.000728577,,
-0.169357479,-0.000723308,,
-0.174273893,-0.00071772,,
-0.179319695,-0.00071261,,
-0.184365496,-0.000707182,,
-0.189799428,-0.000701593,,
-0.194457084,-0.000696324,,
-0.199373513,-0.000690416,,
-0.204548687,-0.000684987,,
-0.209594488,-0.000679558,,
-0.214640275,-0.000673491,,
-0.219427317,-0.000667583,,
-0.224473119,-0.000662474,,
-0.229648292,-0.000655768,,
-0.234564707,-0.000650339,,
-0.239481121,-0.000644591,,
-0.244268164,-0.000639002,,
-0.249443337,-0.000633254,,
-0.25423038,-0.000627186,,
-0.259405553,-0.000621438,,
-0.264580727,-0.00061569,,
-0.269367784,-0.000609782,,
-0.274154812,-0.000603875,,
-0.279459357,-0.000597967,,
-0.284375787,-0.000592378,,
-0.289162815,-0.000587269,,
-0.294208616,-0.000581201,,
-0.299383789,-0.000575613,,
-0.304170847,-0.000570024,,
-0.30934602,-0.000564596,,
-0.314391822,-0.000559007,,
-0.319308221,-0.000553419,,
-0.324354023,-0.00054799,,
-0.329270452,-0.000542401,,
-0.33405748,-0.000537452,,
-0.339103281,-0.000531863,,
-0.344149083,-0.000526913,,
-0.349065483,-0.000521644,,
-0.354111284,-0.000517014,,
-0.359157085,-0.000511425,,
-0.364073515,-0.000506316,,
-0.368860543,-0.000501685,,
-0.373906344,-0.000496576,,
-0.379210889,-0.000491945,,
-0.383997947,-0.000487155,,
-0.388914347,-0.000482684,,
-0.393960148,-0.000478054,,
-0.399264723,-0.000473903,,
-0.404310495,-0.000469272,,
-0.409485698,-0.00046544,,
-0.414402097,-0.000461768,,
-0.419447899,-0.000456977,,
-0.4244937,-0.000453145,,
-0.4294101,-0.000448675,,
-0.434197158,-0.000444523,,
-0.439372331,-0.000440851,,
-0.444029987,-0.00043654,,
-0.44920516,-0.000433187,,
-0.453862816,-0.000429514,,
-0.459167391,-0.00042648,,
-0.464601308,-0.000422329,,
-0.46900022,-0.000419295,,
-0.473787248,-0.000415782,,
-0.47883305,-0.000412908,,
-0.483749479,-0.000408917,,
-0.488924652,-0.000406202,,
