Potential (V),Current (A),,
-0.493841052,-0.000402849,,
-0.498757482,-0.000398857,,
-0.494099826,-0.000381773,,
-0.488924652,-0.000367562,,
-0.484008223,-0.00035383,,
-0.478962421,-0.000341535,,
-0.474304765,-0.000330518,,
-0.468870848,-0.000319341,,
-0.463825047,-0.000309122,,
-0.458649874,-0.000299542,,
-0.453862816,-0.000289962,,
-0.448946416,-0.000281659,,
-0.443900615,-0.000273037,,
-0.438854814,-0.000265852,,
-0.434067786,-0.000257549,,
-0.429021984,-0.000250204,,
-0.423976183,-0.000243338,,
-0.418930382,-0.000236791,,
-0.413755208,-0.000229926,,
-0.40896818,-0.000224018,,
-0.403792977,-0.00021811,,
-0.398229688,-0.000211723,,
-0.393701404,-0.000206454,,
-0.388526231,-0.000200866,,
-0.383739173,-0.000195756,,
-0.378822774,-0.000191285,,
-0.374035716,-0.000177637,,
-0.368860543,-0.000172569,,
-0.363555998,-0.000167837,,
-0.359027714,-0.000163623,,
-0.354111284,-0.000159454,,
-0.349194884,-0.000155402,,
-0.344019711,-0.000151278,,
-0.338715136,-0.000147518,,
-0.334186852,-0.000143679,,
-0.329011679,-0.00014017,,
-0.323965877,-0.000136487,,
-0.318790704,-0.000133179,,
-0.314003676,-0.0001298,,
-0.309087247,-0.000126519,,
-0.304170847,-0.000123321,,
-0.299254417,-0.000120207,,
-0.294079244,-0.000117061,,
-0.289162815,-0.000114271,,
-0.284246415,-0.0001113,,
-0.279329985,-0.000108633,,
-0.273896039,-0.000105856,,
-0.269109011,-0.000103247,,
-0.264063209,-0.000100509,,
-0.259405553,-9.80E-05,,
-0.253971636,-9.55E-05,,
-0.249184579,-9.32E-05,,
-0.244268164,-9.06E-05,,
-0.239092991,-8.85E-05,,
-0.234305948,-8.60E-05,,
-0.229389533,-8.39E-05,,
-0.224473119,-8.16E-05,,
-0.219297931,-7.94E-05,,
-0.214252144,-7.73E-05,,
-0.209206343,-7.53E-05,,
-0.2044193,-7.31E-05,,
-0.199244127,-7.12E-05,,
-0.193939567,-6.92E-05,,
-0.189281911,-6.73E-05,,
-0.184365496,-6.53E-05,,
-0.179190323,-6.35E-05,,
-0.174273893,-6.16E-05,,
-0.16909872,-5.99E-05,,
-0.164182305,-5.80E-05,,
-0.159265891,-5.63E-05,,
-0.154090717,-5.45E-05,,
-0.148915529,-5.29E-05,,
-0.143869743,-5.12E-05,,
-0.1390827,-4.96E-05,,
-0.133907527,-4.79E-05,,
-0.129249856,-4.64E-05,,
-0.124074683,-4.47E-05,,
-0.119287647,-4.34E-05,,
-0.114371225,-4.18E-05,,
-0.109454811,-4.03E-05,,
-0.104279637,-3.87E-05,,
-0.099104457,-3.73E-05,,
-0.094446801,-3.59E-05,,
-0.089012861,-3.44E-05,,
-0.084225826,-3.31E-05,,
-0.079309404,-3.17E-05,,
-0.074392989,-3.03E-05,,
-0.069088429,-2.90E-05,,
-0.064301394,-2.76E-05,,
-0.059514355,-2.64E-05,,
-0.054080419,-2.51E-05,,
-0.04929338,-2.39E-05,,
-0.044118203,-2.25E-05,,
-0.039201785,-2.14E-05,,
-0.034155987,-2.02E-05,,
-0.028980812,-1.89E-05,,
-0.024193773,-1.77E-05,,
-0.019147975,-1.66E-05,,
-0.014231558,-1.53E-05,,
-0.009315141,-1.44E-05,,
-0.004398722,-1.31E-05,,
0.000517696,-1.20E-05,,
0.005175355,-1.09E-05,,
0.010350532,-9.86E-06,,
0.014878811,-8.71E-06,,
0.020053988,-7.69E-06,,
0.025487924,-6.48E-06,,
0.030274963,-5.46E-06,,
0.035062,-4.29E-06,,
0.039849039,-3.28E-06,,
0.045282975,-2.14E-06,,
0.050070014,-1.12E-06,,
0.054986432,3.67E-08,,
0.059902851,1.10E-06,,
0.065078028,2.25E-06,,
0.070253201,3.24E-06,,
0.075169623,4.52E-06,,
0.079956658,5.51E-06,,
0.08500246,6.79E-06,,
0.090307012,7.88E-06,,
0.094835289,9.09E-06,,
0.099751711,1.03E-05,,
0.104926884,1.17E-05,,
0.109843306,1.29E-05,,
0.115147859,1.43E-05,,
0.119546764,1.55E-05,,
0.124980696,1.70E-05,,
0.129897118,1.84E-05,,
0.134813532,2.00E-05,,
0.140118092,2.15E-05,,
0.144905135,2.31E-05,,
0.149950922,2.48E-05,,
0.154737964,2.65E-05,,
0.159654379,2.83E-05,,
0.16470018,3.02E-05,,
0.17000474,3.20E-05,,
0.174662396,3.41E-05,,
0.179966956,3.61E-05,,
0.184624612,3.84E-05,,
0.189541027,4.04E-05,,
0.19432807,4.28E-05,,
0.199632615,4.52E-05,,
0.204807803,4.78E-05,,
0.209594831,5.03E-05,,
0.215028778,5.30E-05,,
0.219427675,5.57E-05,,
0.224602848,5.87E-05,,
0.229778022,6.16E-05,,
0.234435692,6.47E-05,,
0.239610866,6.79E-05,,
0.244915426,7.13E-05,,
0.249443695,7.46E-05,,
0.2551364,7.81E-05,,
0.259794056,8.16E-05,,
0.26496923,8.54E-05,,
0.269626886,8.91E-05,,
0.274413913,9.32E-05,,
0.279718488,9.72E-05,,
0.284634888,0.000101293,,
0.289551318,0.000105481,,
0.294597119,0.000109831,,
0.299384147,0.000114194,,
0.304429948,0.000118822,,
0.309605122,0.000123437,,
0.314262778,0.000128376,,
0.319567353,0.000133173,,
0.32435438,0.000138248,,
0.329658926,0.000143362,,
0.334445983,0.000148625,,
0.339233011,0.000153894,,
0.344408184,0.000159448,,
0.349195242,0.000164911,,
0.354499787,0.000170756,,
0.359545588,0.000176446,,
0.364332616,0.000182486,,
0.369249046,0.000188512,,
0.374294847,0.00019472,,
0.379211247,0.00020098,,
0.384515822,0.000207233,,
0.389044106,0.0002039,,
0.394348651,0.000210606,,
0.399394453,0.000217312,,
0.40418148,0.000224178,,
0.409356654,0.000231204,,
0.414273083,0.000238389,,
0.419448256,0.000244935,,
0.424235284,0.000252759,,
0.429151714,0.000259625,,
0.434326887,0.000267129,,
0.439243317,0.000274794,,
0.444159716,0.000281979,,
0.449076146,0.000289803,,
0.453992575,0.000297786,,
0.459426492,0.00030545,,
0.464084148,0.000313274,,
0.469388723,0.000321737,,
0.474305123,0.000330359,,
0.479350924,0.000338502,,
0.484526098,0.000346965,,
0.489313155,0.000354948,,
0.494488329,0.00036373,,
0.499404728,0.000372033,,
0.504579902,0.000380336,,
0.509496331,0.000388639,,
0.514542103,0.00039758,,
0.519199789,0.000406362,,
0.524763107,0.000415304,,
0.529679537,0.000424086,,
0.534466565,0.000432548,,
0.539512336,0.00044165,,
0.544558167,0.000449793,,
0.549215794,0.000459373,,
0.554520369,0.000467995,,
0.559436798,0.000476937,,
0.564353228,0.000486357,,
0.569657743,0.000495299,,
0.574444771,0.000504081,,
0.5793612,0.000513182,,
0.584407032,0.000522283,,
0.589452803,0.000531065,,
0.594239831,0.000539687,,
0.599544406,0.000548948,,
0.604202092,0.00055773,,
0.609247863,0.000566512,,
0.614293635,0.000575294,,
0.619339466,0.000584236,,
0.623997092,0.000593337,,
0.628913522,0.000602119,,
0.634218097,0.00061122,,
0.639134526,0.000619842,,
0.644180298,0.000628624,,
0.649355471,0.000637087,,
0.654013157,0.000646028,,
0.659058928,0.00065481,,
0.66410476,0.000662953,,
0.669279933,0.000671416,,
0.674196303,0.000680038,,
0.679500878,0.000688181,,
0.684417307,0.000696644,,
0.689333737,0.000704468,,
0.694379508,0.00071293,,
0.699295938,0.000721073,,
0.70434171,0.000728259,,
0.709516943,0.000735763,,
0.714174569,0.000743587,,
0.719608486,0.000750932,,
0.724266171,0.000757798,,
0.729441345,0.000764664,,
0.734357774,0.000772328,,
0.739274204,0.000778555,,
0.744061232,0.000785421,,
0.749107003,0.000791648,,
0.754282176,0.000798194,,
0.75945735,0.000803943,,
0.764244437,0.000810489,,
0.769290209,0.000816237,,
0.77433598,0.000822145,,
0.779640555,0.000827733,,
0.784556985,0.000832524,,
0.789214611,0.000837473,,
0.794260442,0.000841785,,
0.799435616,0.000846255,,
0.804222643,0.000850886,,
0.809268475,0.000854558,,
0.81457299,0.00085855,,
0.819360018,0.000862542,,
0.824276447,0.000865895,,
0.829192877,0.000869088,,
0.83436805,0.000872601,,
0.83928448,0.000874836,,
0.844459653,0.00087771,,
0.849376082,0.000879626,,
0.854680598,0.000882022,,
0.859338284,0.000883299,,
0.864254713,0.000885375,,
0.869300485,0.000886492,,
0.874734461,0.00088777,,
0.879392087,0.000888728,,
0.884437919,0.000889686,,
0.88948369,0.000889845,,
0.894529462,0.000889686,,
0.899575293,0.000890005,,
0.904232919,0.000889845,,
0.910055041,0.000889366,,
0.914842069,0.000888728,,
0.919629097,0.00088745,,
0.925063014,0.000886812,,
0.929591298,0.000885055,,
0.934637129,0.000883459,,
0.939682901,0.000881543,,
0.94459933,0.000879147,,
0.94951576,0.000876912,,
0.954044044,0.000874198,,
0.959736705,0.000871643,,
0.964653134,0.00086829,,
0.969698906,0.000865895,,
0.974485993,0.000861743,,
0.979661167,0.000858869,,
0.984318793,0.000854878,,
0.990011513,0.000850886,,
0.994798541,0.000847054,,
0.999714971,0.000842902,,
1.004501939,0.000838272,,
1.009418368,0.000833801,,
1.014981747,0.00082933,,
1.019768715,0.00082438,,
1.024685144,0.00081991,,
1.029731035,0.000814481,,
1.034776807,0.000809212,,
1.039434433,0.000803464,,
1.04486835,0.000798993,,
1.049655437,0.000793085,,
1.054442406,0.000787816,,
1.059488297,0.000782547,,
1.064534068,0.000776799,,
1.069450498,0.00077121,,
1.074625611,0.000765462,,
1.079542041,0.000760193,,
1.084587812,0.000754285,,
1.089245558,0.000748058,,
1.094420671,0.000742629,,
1.099595904,0.000736881,,
1.104512334,0.000731133,,
1.109558105,0.000725385,,
1.114603877,0.000719636,,
1.119649649,0.000714048,,
1.124436736,0.00070814,,
1.129353166,0.000702552,,
1.134916425,0.000697123,,
1.139186025,0.000691055,,
1.14449048,0.000685627,,
1.148889422,0.000680198,,
1.154452682,0.000674929,,
1.159757257,0.00066934,,
1.164285541,0.00066455,,
1.169590116,0.0006596,,
1.174377203,0.00065465,,
1.179681778,0.000649381,,
1.184468746,0.000644751,,
1.189126372,0.000639801,,
1.194301605,0.00063533,,
1.19960618,0.0006307,,
1.204393148,0.000626069,,
1.209309578,0.000621918,,
1.214614153,0.000617766,,
1.21940124,0.000613296,,
1.224576354,0.000609304,,
1.229104638,0.000604514,,
1.234409213,0.00060148,,
1.239584446,0.000597648,,
1.24475956,0.000594455,,
1.249546647,0.000590463,,
1.254721761,0.000587429,,
1.259767532,0.000583916,,
1.264683962,0.000581042,,
1.269600391,0.000577849,,
1.274516821,0.000574815,,
1.279821396,0.000572101,,
1.285255313,0.000569067,,
1.290171742,0.000566512,,
1.294829369,0.000563798,,
1.299875259,0.000561722,,
1.305179715,0.000559806,,
1.310096145,0.000556932,,
1.315012574,0.000554696,,
1.320317149,0.0005531,,
1.325104237,0.000551343,,
1.330150008,0.000548948,,
1.334807634,0.000547032,,
1.340112209,0.000545755,,
1.344899297,0.000543999,,
1.35007441,0.000542402,,
1.355378985,0.000541763,,
1.360295415,0.000540326,,
1.365470529,0.000539049,,
1.370257616,0.000538091,,
1.375174046,0.000537133,,
1.380090475,0.000536015,,
1.38539505,0.000535696,,
1.390052676,0.000534738,,
1.39522779,0.000534418,,
1.400014877,0.00053346,,
1.404801965,0.000533141,,
1.410106421,0.000532662,,
1.415152311,0.000532981,,
1.420198083,0.000532502,,
1.425243855,0.000532662,,
1.430289626,0.000532981,,
1.435335398,0.000533141,,
1.440251827,0.000533141,,
1.445297718,0.000533301,,
1.45034349,0.00053346,,
1.455389261,0.000534259,,
1.460305691,0.000534578,,
1.465351462,0.000535217,,
1.47013855,0.000536015,,
1.475184321,0.000537133,,
1.480488896,0.000537612,,
1.485534668,0.00053857,,
1.490192294,0.000539528,,
1.495367527,0.000540486,,
1.500542641,0.000541444,,
1.505588531,0.000542562,,
1.510634303,0.000543679,,
1.515421271,0.000545436,,
1.520725846,0.000546873,,
1.525642276,0.00054815,,
1.530558705,0.000549587,,
1.53586328,0.000550864,,
1.540520906,0.000552461,,
1.545566678,0.000554537,,
1.550224423,0.000555814,,
1.555270195,0.00055789,,
1.560445309,0.000559487,,
1.565361738,0.000561562,,
1.570407629,0.000563478,,
1.575582743,0.000565873,,
1.58036983,0.000567789,,
1.58528626,0.000569546,,
1.590461373,0.000572101,,
1.595636606,0.000574815,,
1.600294232,0.000576731,,
1.605728149,0.000579126,,
1.610385776,0.000581521,,
1.615690351,0.000584076,,
1.620347977,0.000586311,,
1.625393867,0.000588547,,
1.630827785,0.000591421,,
1.635614753,0.000594455,,
1.640789986,0.00059685,,
1.645706415,0.000599404,,
1.650622845,0.00060148,,
1.655797958,0.000605312,,
1.660714388,0.000608027,,
1.665501475,0.000610581,,
1.670417905,0.000613296,,
1.675593019,0.00061585,,
1.68063879,0.000619044,,
1.685425878,0.000622237,,
1.69060111,0.000624632,,
1.695388079,0.000627506,,
1.700175166,0.000629582,,
1.695388079,0.00061138,,
1.690083504,0.000593656,,
1.685167074,0.000576891,,
1.680250645,0.000562041,,
1.675075531,0.000547192,,
1.670547247,0.00053362,,
1.665372014,0.000519888,,
1.660326242,0.000507274,,
1.655539274,0.00049482,,
1.650234699,0.000483164,,
1.64531827,0.000472147,,
1.64040184,0.000461129,,
1.635356069,0.000449952,,
1.630310297,0.000440053,,
1.62552321,0.000430473,,
1.620347977,0.000420892,,
1.615302205,0.000411152,,
1.610256433,0.00040269,,
1.605340004,0.000393748,,
1.600423574,0.000384966,,
1.595377803,0.000377302,,
1.590332031,0.000368999,,
1.585027456,0.000361016,,
1.579852223,0.000353352,,
1.575065255,0.000346326,,
1.570148826,0.000338502,,
1.565232396,0.000332115,,
1.560057163,0.000325569,,
1.555140853,0.000318384,,
1.550094962,0.000311997,,
1.545178533,0.000306089,,
1.540132761,0.000299862,,
1.535216331,0.000293954,,
1.530429363,0.000288046,,
1.525512934,0.000282139,,
1.520337701,0.00027655,,
1.515291929,0.000270483,,
1.5103755,0.000265213,,
1.505200386,0.000260264,,
1.500154495,0.000254835,,
1.494979382,0.000249725,,
1.490062952,0.000244776,,
1.485275865,0.000239826,,
1.480100751,0.000235355,,
1.475054979,0.000230405,,
1.470267892,0.000225934,,
1.465092778,0.000221464,,
1.460305691,0.000216833,,
1.455001116,0.000212522,,
1.449955344,0.000208371,,
1.444909573,0.000204379,,
1.440251827,0.000200227,,
1.434947371,0.000196236,,
1.429772139,0.000192404,,
1.42213881,0.0001907,,
1.420068741,0.0001934,,
1.41502285,0.000189503,,
1.410235882,0.000185819,,
1.404672503,0.000182182,,
1.399885535,0.000178615,,
1.394839644,0.000175093,,
1.389664531,0.000171656,,
1.384489298,0.000168251,,
1.37970233,0.000164969,,
1.374915242,0.000161726,,
1.370128274,0.000158477,,
1.365082383,0.000155311,,
1.360036612,0.000152165,,
1.354861498,0.000149091,,
1.35007441,0.000146029,,
1.345028639,0.000142954,,
1.339982867,0.000140009,,
1.335066438,0.00013716,,
1.329891205,0.000134286,,
1.324716091,0.000131568,,
1.319799662,0.000128797,,
1.31475389,0.000126033,,
1.309707999,0.000123392,,
1.304662228,0.000120699,,
1.298840165,0.000118045,,
1.294570684,0.00011543,,
1.289912939,0.000112951,,
1.284608483,0.000110361,,
1.279562593,0.00010796,,
1.274516821,0.000105539,,
1.269341707,0.000103099,,
1.264166474,0.000100716,,
1.259379387,9.84E-05,,
1.254463077,9.61E-05,,
1.249417186,9.39E-05,,
1.244500756,9.17E-05,,
1.239584446,8.95E-05,,
1.233891726,8.73E-05,,
1.229363441,8.52E-05,,
1.22431767,8.31E-05,,
1.219142437,8.11E-05,,
1.213967323,7.91E-05,,
1.209439039,7.71E-05,,
1.204134464,7.52E-05,,
1.19960618,7.32E-05,,
1.194301605,7.13E-05,,
1.189126372,6.94E-05,,
1.183951259,6.76E-05,,
1.179422975,6.57E-05,,
1.174247742,6.40E-05,,
1.169072628,6.22E-05,,
1.164156199,6.05E-05,,
1.159110427,5.87E-05,,
1.154193997,5.70E-05,,
1.149148226,5.54E-05,,
1.144361138,5.38E-05,,
1.139315367,5.22E-05,,
1.134269595,5.07E-05,,
1.129223704,4.91E-05,,
1.124307275,4.76E-05,,
1.119261503,4.61E-05,,
1.114345074,4.47E-05,,
1.109299302,4.32E-05,,
1.104253531,4.17E-05,,
1.099078298,4.04E-05,,
1.094550014,3.90E-05,,
1.0893749,3.77E-05,,
1.083552837,3.63E-05,,
1.079283237,3.50E-05,,
1.074496269,3.37E-05,,
1.069191694,3.24E-05,,
1.064404607,3.12E-05,,
1.059488297,3.00E-05,,
1.054313064,2.88E-05,,
1.049137831,2.76E-05,,
1.044092059,2.64E-05,,
1.03917563,2.52E-05,,
1.034518003,2.41E-05,,
1.029472232,2.30E-05,,
1.024296999,2.20E-05,,
1.019510031,2.09E-05,,
1.014205456,1.98E-05,,
1.009677172,1.88E-05,,
1.004243255,1.78E-05,,
0.999585569,1.69E-05,,
0.994539797,1.58E-05,,
0.989493966,1.49E-05,,
0.984448195,1.40E-05,,
0.979661167,1.30E-05,,
0.974485993,1.21E-05,,
0.96931076,1.12E-05,,
0.964523733,1.03E-05,,
0.959348559,9.49E-06,,
0.954561532,8.65E-06,,
0.949386358,7.75E-06,,
0.944211185,6.87E-06,,
0.939294755,6.06E-06,,
0.934378326,5.31E-06,,
0.929591298,4.48E-06,,
0.924545527,3.68E-06,,
0.919629097,2.98E-06,,
0.914453924,2.15E-06,,
0.909149349,1.30E-06,,
0.904232919,6.34E-07,,
0.899316549,-2.06E-07,,
0.894270718,-9.94E-07,,
0.889224946,-1.73E-06,,
0.884049773,-2.48E-06,,
0.879392087,-3.22E-06,,
0.874216914,-3.96E-06,,
0.869300485,-4.76E-06,,
0.864254713,-5.57E-06,,
0.858820736,-6.36E-06,,
0.854033709,-7.20E-06,,
0.849117279,-7.99E-06,,
0.844071507,-8.80E-06,,
0.83928448,-9.68E-06,,
0.834109306,-1.06E-05,,
0.82867533,-1.14E-05,,
0.824147105,-1.24E-05,,
0.819230676,-1.33E-05,,
0.814184844,-1.43E-05,,
0.809397817,-1.53E-05,,
0.804352045,-1.63E-05,,
0.79904747,-1.74E-05,,
0.794260442,-1.86E-05,,
0.789344013,-1.97E-05,,
0.784427583,-2.10E-05,,
0.77925241,-2.23E-05,,
0.77433598,-2.36E-05,,
0.769290209,-2.50E-05,,
0.764244437,-2.64E-05,,
0.759328008,-2.80E-05,,
0.754023433,-2.96E-05,,
0.749107003,-3.12E-05,,
0.744190574,-3.30E-05,,
0.739144802,-3.48E-05,,
0.73409903,-3.67E-05,,
0.729182601,-3.86E-05,,
0.723619282,-4.07E-05,,
0.7192204,-4.28E-05,,
0.714045167,-4.50E-05,,
0.708999395,-4.74E-05,,
0.704082966,-4.98E-05,,
0.699037194,-5.24E-05,,
0.694120765,-5.50E-05,,
0.689204335,-5.78E-05,,
0.68389976,-6.06E-05,,
0.67898339,-6.35E-05,,
0.673937559,-6.66E-05,,
0.669150531,-6.97E-05,,
0.663845956,-7.31E-05,,
0.659058928,-7.65E-05,,
0.654401302,-8.00E-05,,
0.648967326,-8.36E-05,,
0.644050956,-8.75E-05,,
0.639134526,-9.15E-05,,
0.634218097,-9.55E-05,,
0.628654778,-9.97E-05,,
0.624255896,-0.000103985,,
0.619080722,-0.000108413,,
0.614164293,-0.000112964,,
0.60898912,-0.00011765,,
0.604202092,-0.000122453,,
0.599026918,-0.000127302,,
0.593981087,-0.000132299,,
0.589064658,-0.000137478,,
0.58427763,-0.000142831,,
0.579231858,-0.000148379,,
0.574444771,-0.000153907,,
0.569140255,-0.000159635,,
0.564223826,-0.000165584,,
0.559307396,-0.000171688,,
0.554390967,-0.000177799,,
0.549345195,-0.000184123,,
0.544428766,-0.000190435,,
0.539382994,-0.000196921,,
0.534337163,-0.000203614,,
0.529032648,-0.000218908,,
0.524374962,-0.000225934,,
0.519070387,-0.000232959,,
0.514283359,-0.000239985,,
0.509108186,-0.00024733,,
0.504062414,-0.000254196,,
0.499145985,-0.00026186,,
0.494358927,-0.000269205,,
0.489571899,-0.000276869,,
0.484396726,-0.000284852,,
0.479350924,-0.000292038,,
0.474305123,-0.000300021,,
0.469000578,-0.000308005,,
0.46421352,-0.000316467,,
0.459167749,-0.000324291,,
0.453863174,-0.000332594,,
0.448946774,-0.000340897,,
0.444289118,-0.000349679,,
0.439113915,-0.000357982,,
0.434197515,-0.000366284,,
0.429022342,-0.000374428,,
0.424235284,-0.00038305,,
0.419448256,-0.000391991,,
0.413884938,-0.000400454,,
0.40909791,-0.000409236,,
0.403922737,-0.000417539,,
0.399135679,-0.000425682,,
0.394478023,-0.000434464,,
0.389044106,-0.000442767,,
0.384127676,-0.000451229,,
0.379470021,-0.000459692,,
0.374424219,-0.000468154,,
0.369249046,-0.000476936,,
0.364332616,-0.000485558,,
0.359416217,-0.000493861,,
0.354241014,-0.000502643,,
0.349324614,-0.000510786,,
0.344278812,-0.00051861,,
0.339621156,-0.000527392,,
0.334057838,-0.000535855,,
0.329658926,-0.000543519,,
0.324742526,-0.000551662,,
0.319567353,-0.000559646,,
0.314650923,-0.000567949,,
0.309863895,-0.000575932,,
0.30455932,-0.000582798,,
0.299901664,-0.00059158,,
0.294597119,-0.000598765,,
0.289551318,-0.00060595,,
0.284634888,-0.000612976,,
0.27984786,-0.00062064,,
0.27557835,-0.000627825,,
0.269626886,-0.000635489,,
0.26496923,-0.000642196,,
0.259276539,-0.00064986,,
0.254748255,-0.000656885,,
0.249702454,-0.000663272,,
0.24452728,-0.000670457,,
0.239740238,-0.000677642,,
0.234565064,-0.000684029,,
0.229260504,-0.000690416,,
0.224602848,-0.000696643,,
0.219557047,-0.000702072,,
0.214640632,-0.000708299,,
0.209594831,-0.000714207,,
0.204031527,-0.000719955,,
0.199373856,-0.000725224,,
0.194457442,-0.000730174,,
0.189152896,-0.000735284,,
0.184365854,-0.000740393,,
0.179320052,-0.000745023,,
0.17453301,-0.000749494,,
0.169487223,-0.000753326,,
0.16470018,-0.000758276,,
0.159654379,-0.000761949,,
0.154479206,-0.00076626,,
0.149562791,-0.000770251,,
0.14451699,-0.000773764,,
0.139729947,-0.000777117,,
0.134813532,-0.000780949,,
0.129638359,-0.000784302,,
0.124592558,-0.000787815,,
0.119676143,-0.000790689,,
0.114500962,-0.000792925,,
0.109713927,-0.000796597,,
0.104538746,-0.000798992,,
0.09988109,-0.000801068,,
0.09457653,-0.000803303,,
0.089789495,-0.000805219,,
0.08487308,-0.000807135,,
0.079956658,-0.000808732,,
0.075040244,-0.000810968,,
0.069865063,-0.000812245,,
0.065078028,-0.000813682,,
0.059902851,-0.0008148,,
0.054857053,-0.000816077,,
0.049940635,-0.000817035,,
0.045024216,-0.000817674,,
0.03971966,-0.000818632,,
0.034932621,-0.00081927,,
0.029757444,-0.00081959,,
0.024711648,-0.00081959,,
0.019536471,-0.000819749,,
0.014620053,-0.00081927,,
0.009962393,-0.00081927,,
0.005175355,-0.000819111,,
0.000517696,-0.000818312,,
-0.004269343,-0.000817035,,
-0.009573899,-0.000815917,,
-0.014619696,-0.0008148,,
-0.019536113,-0.000813682,,
-0.024323152,-0.000811766,,
-0.029239571,-0.000810648,,
-0.035061646,-0.000809211,,
-0.040495582,-0.000807135,,
-0.044506341,-0.000805698,,
-0.04942276,-0.000803303,,
-0.054339178,-0.000800429,,
-0.059643734,-0.000798354,,
-0.064948291,-0.000795479,,
-0.069476567,-0.000792925,,
-0.074651748,-0.00079053,,
-0.079568163,-0.000787336,,
-0.084484585,-0.000784143,,
-0.089659758,-0.000781428,,
-0.094446801,-0.000777596,,
-0.099363215,-0.000773605,,
-0.104538396,-0.000770411,,
-0.109454811,-0.000766898,,
-0.114371225,-0.000762747,,
-0.119287647,-0.000758915,,
-0.124333441,-0.000754125,,
-0.129120484,-0.000749494,,
-0.134166285,-0.000745662,,
-0.139212072,-0.000741191,,
-0.14438726,-0.000736721,,
-0.149303675,-0.00073193,,
-0.154349476,-0.000727619,,
-0.159524649,-0.000722829,,
-0.164570451,-0.000717879,,
-0.169357479,-0.000713728,,
-0.17440328,-0.000708619,,
-0.17970784,-0.00070319,,
-0.183977351,-0.000697442,,
-0.189411297,-0.000692971,,
-0.194327712,-0.000687861,,
-0.199502885,-0.000682752,,
-0.2044193,-0.000677323,,
-0.209335729,-0.000671575,,
-0.214381516,-0.000666306,,
-0.219297931,-0.000660877,,
-0.224473119,-0.000655448,,
-0.229389533,-0.00064986,,
-0.234564707,-0.000644591,,
-0.239351749,-0.000639002,,
-0.244397551,-0.000633254,,
-0.249443337,-0.000627985,,
-0.254359752,-0.000622237,,
-0.25914681,-0.000616648,,
-0.264451355,-0.00061106,,
-0.269367784,-0.000605471,,
-0.274413556,-0.000600202,,
-0.279588759,-0.000594454,,
-0.284246415,-0.000589504,,
-0.289162815,-0.000583596,,
-0.294337988,-0.000578487,,
-0.299125046,-0.000572898,,
-0.304429591,-0.00056747,,
-0.30934602,-0.00056252,,
-0.31426242,-0.000556931,,
-0.319178849,-0.000551503,,
-0.324224651,-0.000546553,,
-0.329270452,-0.000541284,,
-0.33405748,-0.000535855,,
-0.33897391,-0.000531224,,
-0.344149083,-0.000525955,,
-0.349065483,-0.000521165,,
-0.354111284,-0.000515896,,
-0.359157085,-0.000511425,,
-0.363814741,-0.000506475,,
-0.368860543,-0.000501685,,
-0.373776972,-0.000496735,,
-0.378952146,-0.000492265,,
-0.383868545,-0.000487794,,
-0.388914347,-0.000483323,,
-0.393830776,-0.000479012,,
-0.398876578,-0.000474382,,
-0.404051751,-0.00047039,,
-0.409097552,-0.000466398,,
-0.414272726,-0.000462406,,
-0.419318527,-0.000458574,,
-0.424105555,-0.000454423,,
-0.429280728,-0.000450112,,
-0.434197158,-0.000446599,,
-0.439113557,-0.000442926,,
-0.443900615,-0.000438775,,
-0.449075788,-0.000435103,,
-0.45412159,-0.000431749,,
-0.458908617,-0.000428556,,
-0.463954419,-0.000424724,,
-0.46900022,-0.000421211,,
-0.474046022,-0.000417858,,
-0.479091823,-0.000414984,,
-0.483878851,-0.00041211,,
-0.48879528,-0.000408757,,
-0.494099826,-0.000405244,,
-0.49862811,-0.000402689,,
,,,
,,,